,Unnamed: 0,reviews,stars,rating,sentiment,class,clean_reviews,clean_reviews_nb
357,357,"Buena aplicacion. Mucha llamada del.cuento del.tio, ojo.con eso",Calificación: 5 de cinco estrellas,5,positive,2,"buena aplicación. mucha llamada del.cuento del.tio, ojo.con eso",buena aplicacion  mucha llamada del cuento del tio  ojo con eso
358,358,"Muy buena aplicación para poder vender mis productos, felicitaciones",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena aplicación para poder vender mis productos, felicitaciónes",muy buena aplicacion para poder vender mis productos  felicitaciones
359,359,"Exelente para comprar ,vender y arrendar",Calificación: 5 de cinco estrellas,5,positive,2,"exelente para comprar ,vender y arrendar",exelente para comprar  vender y arrendar
360,360,Sencilla util y muy facil de usar.,Calificación: 5 de cinco estrellas,5,positive,2,sencilla util y muy facil de usar.,sencilla util y muy facil de usar 
361,361,Super práctico y fácil de publicar,Calificación: 5 de cinco estrellas,5,positive,2,super práctico y fácil de publicar,super practico y facil de publicar
362,362,100% recomendable sobretodo cuando pagas por subir las publicaciones es muy eficaz,Calificación: 5 de cinco estrellas,5,positive,2,100% recomendable sobretodo cuando pagas por subir las publicaciónes es muy eficaz,100% recomendable sobretodo cuando pagas por subir las publicaciones es muy eficaz
363,363,tuve que pagar para que el aviso fuera mas visible y creo que funcionó. gracias,Calificación: 5 de cinco estrellas,5,positive,2,tuve que pagar para que el aviso fuera mas visible y creo que funciónó. gracias,tuve que pagar para que el aviso fuera mas visible y creo que funciono  gracias
364,364,Muy buena rápida y confiable,Calificación: 5 de cinco estrellas,5,positive,2,muy buena rápida y confiable,muy buena rapida y confiable
365,365,Excelente servicio para vender y comprar,Calificación: 5 de cinco estrellas,5,positive,2,excelente servicio para vender y comprar,excelente servicio para vender y comprar
366,366,Super rapido y util para vender de todo uvu,Calificación: 5 de cinco estrellas,5,positive,2,super rapido y util para vender de todo uvu,super rapido y util para vender de todo uvu
367,367,Excelente entre el tiempo publicado y la venta,Calificación: 4 de cinco estrellas,4,positive,2,excelente entre el tiempo publicado y la venta,excelente entre el tiempo publicado y la venta
368,368,Sirve vasta te pero hay que tener cuidado quien vende,Calificación: 5 de cinco estrellas,5,positive,2,sirve vasta te pero hay que tener cuidado quien vende,sirve vasta te pero hay que tener cuidado quien vende
369,369,Bien ningun problema ..... publique un articulo y en menos de media hora lo vendi :D,Calificación: 4 de cinco estrellas,4,positive,2,bien ningun problema ..... publique un articulo y en menos de media hora lo vendi :d,bien ningun problema       publique un articulo y en menos de media hora lo vendi  d
370,370,Muy buena la aplicacion me a servido harto para vender mis cosas,Calificación: 5 de cinco estrellas,5,positive,2,muy buena la aplicación me a servido harto para vender mis cosas,muy buena la aplicacion me a servido harto para vender mis cosas
371,371,"Muy buena app, veloz y eficiente",Calificación: 5 de cinco estrellas,5,positive,2,"muy buena app, veloz y eficiente",muy buena app  veloz y eficiente
372,372,Buena aplicación para vender pero necesita alguna actualizaciónes,Calificación: 4 de cinco estrellas,4,positive,2,buena aplicación para vender pero necesita alguna actualizaciónes,buena aplicacion para vender pero necesita alguna actualizaciones
373,373,Genial para vender rápido y seguro,Calificación: 5 de cinco estrellas,5,positive,2,genial para vender rápido y seguro,genial para vender rapido y seguro
374,374,Muy buena forma de vender artículo.,Calificación: 5 de cinco estrellas,5,positive,2,muy buena forma de vender artículo.,muy buena forma de vender articulo 
375,375,La mejor de compra y venta,Calificación: 5 de cinco estrellas,5,positive,2,la mejor de compra y venta,la mejor de compra y venta
376,376,Tengo una muy mala experiencia con esta app en primera me estafaron en segunda cada vez que hago un aviso se me borra solo🤬,Calificación: 1 de cinco estrellas,1,negative,0,tengo una muy mala experiencia con esta app en primera me estafaron en segunda cada vez que hago un aviso se me borra solo🤬,tengo una muy mala experiencia con esta app en primera me estafaron en segunda cada vez que hago un aviso se me borra solo🤬
377,377,Deberían mejorar el filtro con publicaciones fraudulentas y vendedores que no responden mensajes.,Calificación: 4 de cinco estrellas,4,positive,2,deberían mejorar el filtro con publicaciónes fraudulentas y vendedores que no responden mensajes.,deberian mejorar el filtro con publicaciones fraudulentas y vendedores que no responden mensajes 
378,378,Buena aunque debieran extender más las categorías para que se clasificarán mejor los productos,Calificación: 4 de cinco estrellas,4,positive,2,buena aunque debieran extender más las categorías para que se clasificarán mejor los productos,buena aunque debieran extender mas las categorias para que se clasificaran mejor los productos
379,379,Excelente app he vendido todo en menos de 24 hrs,Calificación: 5 de cinco estrellas,5,positive,2,excelente app he vendido todo en menos de 24 hrs,excelente app he vendido todo en menos de 24 hrs
380,380,Excelente plataforma. Muy útil,Calificación: 5 de cinco estrellas,5,positive,2,excelente plataforma. muy útil,excelente plataforma  muy util
381,381,Rápido y en general toda la gente ve yapo.cl,Calificación: 5 de cinco estrellas,5,positive,2,rápido y en general toda la gente ve yapo.cl,rapido y en general toda la gente ve yapo cl
382,382,Mala la wea asquerosa app ql subo fotos en mis avisos y se suben sin ninguna imagen,Calificación: 1 de cinco estrellas,1,negative,0,mala la wea asquerosa app ql subo fotos en mis avisos y se suben sin ninguna imagen,mala la wea asquerosa app ql subo fotos en mis avisos y se suben sin ninguna imagen
383,383,Excelente y facil de usar...gracias yapo,Calificación: 5 de cinco estrellas,5,positive,2,excelente y facil de usar...gracias yapo,excelente y facil de usar   gracias yapo
384,384,Excelente aplicación..y lo mejor gratuita!,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación..y lo mejor gratuita!,excelente aplicacion  y lo mejor gratuita!
385,385,Buena lo malo que si no pagas no vendes rápido,Calificación: 3 de cinco estrellas,3,neutral,1,buena lo malo que si no pagas no vendes rápido,buena lo malo que si no pagas no vendes rapido
386,386,Lo mejor para vender tus productos!! Genial!,Calificación: 5 de cinco estrellas,5,positive,2,lo mejor para vender tus productos!! genial!,lo mejor para vender tus productos!! genial!
387,387,Hola llevó años con ustedes y siempre compro y vendo. Me a ido muy bien en su pagina,Calificación: 4 de cinco estrellas,4,positive,2,hola llevó años con ustedes y siempre compro y vendo. me a ido muy bien en su pagina,hola llevo años con ustedes y siempre compro y vendo  me a ido muy bien en su pagina
388,388,"No puedo subir fotos, a las publicaciones de mi celular, intentando todo lo del soporte técnico y todavía es la hora y mo me han resuelto dicho inconveniente, les mande capture del sistema operativo, le mande datos del teléfono. Instale y desinstale la aplicación y envíe correo y lo único que he recibido es estamos trabajando desde hace una semana. Pesimo servicios",Calificación: 1 de cinco estrellas,1,negative,0,"no puedo subir fotos, a las publicaciónes de mi celular, intentando todo lo del soporte técnico y todavía es la hora y mo me han resuelto dicho inconveniente, les mande capture del sistema operativo, le mande datos del teléfono. instale y desinstale la aplicación y envíe correo y lo único que he recibido es estamos trabajando desde hace una semana. pesimo servicios",no puedo subir fotos  a las publicaciones de mi celular  intentando todo lo del soporte tecnico y todavia es la hora y mo me han resuelto dicho inconveniente  les mande capture del sistema operativo  le mande datos del telefono  instale y desinstale la aplicacion y envie correo y lo unico que he recibido es estamos trabajando desde hace una semana  pesimo servicios
389,389,Práctica e intuitiva,Calificación: 5 de cinco estrellas,5,positive,2,práctica e intuitiva,practica e intuitiva
390,390,Buena app me ayuda a vender lo que quiera 👍,Calificación: 5 de cinco estrellas,5,positive,2,buena app me ayuda a vender lo que quiera 👍,buena app me ayuda a vender lo que quiera 👍
391,391,Muy Buena App para vender,Calificación: 5 de cinco estrellas,5,positive,2,muy buena app para vender,muy buena app para vender
392,392,Excelente aplicación y de mucha utilidad,Calificación: 5 de cinco estrellas,5,positive,2,excelente aplicación y de mucha utilidad,excelente aplicacion y de mucha utilidad
393,393,Muy buena experiencia de venta.,Calificación: 5 de cinco estrellas,5,positive,2,muy buena experiencia de venta.,muy buena experiencia de venta 
394,394,Excelente muy eficientes con sus clientes,Calificación: 5 de cinco estrellas,5,positive,2,excelente muy eficientes con sus clientes,excelente muy eficientes con sus clientes
395,395,Muy buena alternativa de poder vender facil,Calificación: 5 de cinco estrellas,5,positive,2,muy buena alternativa de poder vender facil,muy buena alternativa de poder vender facil
396,396,Yo he vendido muchas cosas con yapo.cl gracias Es una muy buena publicación,Calificación: 5 de cinco estrellas,5,positive,2,yo he vendido muchas cosas con yapo.cl gracias es una muy buena publicación,yo he vendido muchas cosas con yapo cl gracias es una muy buena publicacion
397,397,Esta bien y vendí muy rápido el vehículo que muy conforme,Calificación: 5 de cinco estrellas,5,positive,2,esta bien y vendí muy rápido el vehículo que muy conforme,esta bien y vendi muy rapido el vehiculo que muy conforme
398,398,Muy buena e podido comprar y vender,Calificación: 5 de cinco estrellas,5,positive,2,muy buena e podido comprar y vender,muy buena e podido comprar y vender
399,399,muy buena experiencia en venta la mejor aplicacion,Calificación: 5 de cinco estrellas,5,positive,2,muy buena experiencia en venta la mejor aplicación,muy buena experiencia en venta la mejor aplicacion
400,400,"Es la mejor para ventas,se los agradezco.",Calificación: 5 de cinco estrellas,5,positive,2,"es la mejor para ventas,se los agradezco.",es la mejor para ventas se los agradezco 
401,401,"Muy efectivo, el servicio al cliente un 7",Calificación: 5 de cinco estrellas,5,positive,2,"muy efectivo, el servicio al cliente un 7",muy efectivo  el servicio al cliente un 7
402,402,Muy funcional y rápido de usar,Calificación: 5 de cinco estrellas,5,positive,2,muy funciónal y rápido de usar,muy funcional y rapido de usar
403,403,Super buena he vendido muchas cosas 100% recomendable,Calificación: 5 de cinco estrellas,5,positive,2,super buena he vendido muchas cosas 100% recomendable,super buena he vendido muchas cosas 100% recomendable
404,404,Muy buena plataforma de compra y venta,Calificación: 5 de cinco estrellas,5,positive,2,muy buena plataforma de compra y venta,muy buena plataforma de compra y venta
405,405,"Ya hay tantas restricciones para publicar, que perdió su sentido.",Calificación: 1 de cinco estrellas,1,negative,0,"ya hay tantas restricciónes para publicar, que perdió su sentido.",ya hay tantas restricciones para publicar  que perdio su sentido 
406,406,"No carga las imágenes, pésimo",Calificación: 1 de cinco estrellas,1,negative,0,"no carga las imágenes, pésimo",no carga las imagenes  pesimo
407,407,No deja publicar ni aparece ningún servicio en salid y belleza,Calificación: 2 de cinco estrellas,2,negative,0,no deja publicar ni aparece ningún servicio en salid y belleza,no deja publicar ni aparece ningun servicio en salid y belleza
